Identificador,Gis_X,Gis_Y,Fecha de Alta,Distrito,Barrio,Nº Finca,Tipo de Reserva,Puestos,LATITUD,LONGITUD,DIRECCIÓN,C.P.,POBLACION,PROVINCIA,Fichas,Línea / Batería,LongitudP,Horario
08.40,"439398,0400000000","4482295,6400000000",40360,08  FUENCARRAL-EL PARDO,08-07 MIRASIERRA,S/N,Taxi,4,40.4891473,-3.7150854,"COLLADO DE CERRO MALEJO, CALLE, DEL, S/N",,,,,Línea,"26,85",
08.41,"439962,1500000000","4481130,3300000000",42041,08  FUENCARRAL-EL PARDO,08-04 EL PILAR,34,Taxi,3,40.4786907,-3.7083192,"MONFORTE DE LEMOS, AVENIDA, DE, 34",,,,,Línea,"15,10",
08.43,"443292,7600000000","4483326,9300000000",41065,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,23,Taxi,5,40.4987128,-3.6692243,"QUINTANAVIDES, CALLE, DE, 23",,,,,Línea,"25,00",
08.45,"440843,1700000000","4484002,4000000000",42034,08  FUENCARRAL-EL PARDO,08-08 EL GOLOSO,S/N,Taxi,5,40.5046266,-3.6981939,"MONASTERIO DE EL ESCORIAL, AVENIDA, DEL, S/N",,,,,Batería,"12,50",
08.46,"440421,6400000000","4481214,1700000000",41036,08  FUENCARRAL-EL PARDO,08-05 LA PAZ,85,Taxi,3,40.4794791,-3.7029065,"MONFORTE DE LEMOS, AVENIDA, DE, 85",,,,,Batería,"9,00",De Lunes a Viernes de 8 a 19 h.
08.47,"444011,1100000000","4485082,1100000000",41179,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,S/N,Taxi,5,40.5145729,-3.6609025,"COMUNICACION, RONDA, DE LA, S/N",,,,,Línea,"25,00",
08.48,"442836,3900000000","4482805,3600000000",43270,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,8,Taxi,5,40.4939829,-3.6745626,"FUENCARRAL A HORTALEZA, CARRETERA, DE, 8",,,,,Batería,"16,10",
08.49,"443787,8100000000","4483706,7700000000",41453,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,8,Taxi,7,40.5021682,-3.6634161,"ABETAL, CALLE, DEL, 8",,,,,Línea,"34,90",
08.50 a,"443865,5900000000","4483563,4100000000",41453,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,S/N,Taxi,7,40.500882,-3.6624854,"ABETAL, CALLE, DEL, S/N",,,,,Línea,"35,00",
08.50 b,"443883,5200000000","4483530,4300000000",41453,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,S/N,Taxi,5,40.5005861,-3.6622709,"ABETAL, CALLE, DEL, S/N",,,,,Línea,"25,00",
08.51,"443099,3500000000","4484239,6300000000",42845,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,42,Taxi,2,40.5069215,-3.6715886,"CAMINO DE SANTIAGO, AVENIDA, DEL, 42",,,,,Línea,"10,10",
08.52,"441480,1600000000","4483568,2400000000",42887,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,1,Taxi,2,40.5007607,-3.6906363,"TRES OLIVOS, PLAZA, DE LOS, 1",,,,,Línea,"10,00",
08.53,"443075,4500000000","4483016,9500000000",43874,08  FUENCARRAL-EL PARDO,08-06 VALVERDE,S/N,Taxi,2,40.4959055,-3.6717608,"PUERTO DE SOMPORT, CALLE, DEL, S/N",,,,,Línea,"11,00",
08.54,"439029,6600000000","4481011,1100000000",44273,08  FUENCARRAL-EL PARDO,08-03 PEÑAGRANDE,frente al 94 A,Taxi,10,40.4775488,-3.7193084,"SANTIAGO DE COMPOSTELA, CALLE, DE, frente al 94 A",,,,,Línea,"30,00",
08.55,"439097,8400000000","4482974,4500000000",44301,08  FUENCARRAL-EL PARDO,08-07 MIRASIERRA,50,Taxi,5,40.4952403,-3.7186927,"VENTISQUERO DE LA CONDESA, AVENIDA, DEL, 50",,,,,Línea,"25,00",TODOS LOS DÍAS DE 6 A 20 H
09.01,"439426,3300000000","4475445,4100000000",41061,09  MONCLOA-ARAVACA,09-02 ARGÜELLES,27,Taxi,8,40.4274398,-3.7140979,"PRINCESA, CALLE, DE LA, 27",,,,,Línea,"40,00",
09.02 a,"439081,6700000000","4476802,5100000000",35035,09  MONCLOA-ARAVACA,09-03 CIUDAD UNIVERSITARIA,S/N,Taxi,5,40.43964,-3.7182909,"DOCTOR JIMENEZ DIAZ, CALLE, DEL, S/N",,,,,Línea,"24,10",
09.02 b,"439057,3100000000","4476806,3300000000",39127,09  MONCLOA-ARAVACA,09-03 CIUDAD UNIVERSITARIA,S/N,Taxi,7,40.4396726,-3.7185785,"DOCTOR JIMENEZ DIAZ, CALLE, DEL, S/N",,,,,Línea,"34,00",
09.02 c,"438995,8100000000","4476767,8900000000",40620,09  MONCLOA-ARAVACA,09-03 CIUDAD UNIVERSITARIA,2,Taxi,17,40.4393218,-3.7192999,"DOCTOR JIMENEZ DIAZ, CALLE, DEL, 2",,,,,Línea,"87,00",Laborables de 8 a 14 h.
09.03,"439171,8000000000","4475503,8000000000",1,09  MONCLOA-ARAVACA,09-02 ARGÜELLES,9,Taxi,2,40.4279473,-3.7171039,"QUINTANA, CALLE, DE, 9",,,,,Línea,"10,00",
09.04,"439220,1600000000","4475826,6100000000",40648,09  MONCLOA-ARAVACA,09-02 ARGÜELLES,57,Taxi,6,40.4308588,-3.7165647,"PRINCESA, CALLE, DE LA, 57",,,,,Línea,"32,50",
09.05,"438789,5600000000","4474779,0800000000",41075,09  MONCLOA-ARAVACA,09-01 CASA DE CAMPO,13,Taxi,4,40.4213906,-3.7215401,"FLORIDA, PASEO, DE LA, 13",,,,,Línea,"20,00",
09.07,"435424,7100000000","4473390,2800000000",38428,09  MONCLOA-ARAVACA,09-01 CASA DE CAMPO,3,Taxi,4,40.4086255,-3.7610602,"ZOO, CARRETERA, DEL, 3",,,,,Línea,"20,00",
09.08,"439009,3800000000","4479976,3800000000",35256,09  MONCLOA-ARAVACA,09-04 VALDEZARZA,53,Taxi,4,40.4682261,-3.7194481,"ANTONIO MACHADO, CALLE, DE, 53",,,,,Línea,"20,40",
09.10,"433905,3900000000","4479013,8300000000",39549,09  MONCLOA-ARAVACA,09-07 ARAVACA,13,Taxi,7,40.4591648,-3.7795497,"TEJADILLO, CALLE, DEL, 13",,,,,Línea,"37,80",
09.11 a,"433422,2300000000","4478995,6100000000",38433,09  MONCLOA-ARAVACA,09-07 ARAVACA,1,Taxi,5,40.4589621,-3.7852458,"GALAXIA, AVENIDA, DE LA, 1",,,,,Línea,"26,60",
09.11 b,"433422,5600000000","4478970,1700000000",38433,09  MONCLOA-ARAVACA,09-07 ARAVACA,3,Taxi,3,40.458733,-3.7852393,"GALAXIA, AVENIDA, DE LA, 3",,,,,Línea,"16,00",
09.16,"438941,5100000000","4476256,3200000000",34914,09  MONCLOA-ARAVACA,09-02 ARGÜELLES,S/N,Taxi,10,40.4347094,-3.7198909,"MORET, PASEO, DE, S/N",,,,,Línea,"49,00",
09.17 a,"437762,9700000000","4476108,9600000000",36307,09  MONCLOA-ARAVACA,09-01 CASA DE CAMPO,83,Taxi,3,40.4332946,-3.7337706,"VALLADOLID, AVENIDA, DE, 83",,,,,Línea,"15,50",
09.17 b,"437795,5300000000","4476058,6900000000",44181,09  MONCLOA-ARAVACA,09-01 CASA DE CAMPO,81,Taxi,3,40.4328442,-3.7333819,"VALLADOLID, AVENIDA, DE, 81",,,,,Línea,"18,70",
09.18,"439900,3900000000","4479235,1400000000",36307,09  MONCLOA-ARAVACA,09-04 VALDEZARZA,61 B,Taxi,4,40.4616137,-3.7088683,"OFELIA NIETO, CALLE, DE, 61 B",,,,,Línea,"20,00",
09.19,"436317,9600000000","4473922,8400000000",38429,09  MONCLOA-ARAVACA,09-01 CASA DE CAMPO,S/N,Taxi,9,40.4134918,-3.7505869,"ALBERGUE JUVENIL, CARRETERA, DEL, S/N",,,,,Línea,"45,00",
09.22,"438710,6800000000","4477179,8800000000",36020,09  MONCLOA-ARAVACA,09-03 CIUDAD UNIVERSITARIA,5,Taxi,6,40.4430122,-3.7227013,"DOCTOR SEVERO OCHOA, CALLE, DEL, 5",,,,,Línea,"30,70",
09.25,"433435,7600000000","4479629,7500000000",38428,09  MONCLOA-ARAVACA,09-05 VALDEMARÍN,3,Taxi,3,40.4646757,-3.7851528,"ZARZUELA, CAMINO, DE LA, 3",,,,,Línea,"15,00",
09.26,"432014,4200000000","4479886,8400000000",38428,09  MONCLOA-ARAVACA,09-06 EL PLANTÍO,2,Taxi,5,40.4668765,-3.8019441,"MUSGO, CALLE, DEL, 2",,,,,Línea,"25,00",
09.28,"437999,1000000000","4474098,3600000000",38321,09  MONCLOA-ARAVACA,09-01 CASA DE CAMPO,3,Taxi,2,40.4151999,-3.7307908,"PUERTA DEL ANGEL, PASEO, DE LA, 3",,,,,Línea,"10,00",
09.29,"438854,2300000000","4474673,4100000000",44071,09  MONCLOA-ARAVACA,09-01 CASA DE CAMPO,1,Taxi,6,40.4204435,-3.7207676,"SAN VICENTE, GLORIETA, DE, 1",,,,,Línea,"30,00",DE 6 A 24 H. EXCEPTO DE 8:15 A 9:45 H. Y DE 19:15 A 20:45 H. PERMITIDO ESTACIONAMIENTO SOLO AUTOBUS S.E. CAMPAÑA DEL FRÍO DE 6 A 24 H.
09.31,"439153,5300000000","4479377,7000000000",41423,09  MONCLOA-ARAVACA,09-04 VALDEZARZA,9,Taxi,3,40.4628436,-3.7176904,"ALCALDE MARTIN DE ALZAGA, CALLE, DEL, 9",,,,,Batería,"9,00",De Lunes a Viernes de 8 a 20 h.
09.32,"439184,6600000000","4477703,6900000000",34856,09  MONCLOA-ARAVACA,09-03 CIUDAD UNIVERSITARIA,22,Taxi,10,40.4477657,-3.7171629,"JUAN XXIII, PASEO, DE, 22",,,,,Línea,"50,10",
09.33,"439701,9200000000","4479484,0800000000",42034,09  MONCLOA-ARAVACA,09-04 VALDEZARZA,42,Taxi,2,40.4638419,-3.7112327,"AZUAGA, CALLE, DE, 42",,,,,Batería,"2,80",
09.37,"437486,1700000000","4474103,1300000000",43312,09  MONCLOA-ARAVACA,09-01 CASA DE CAMPO,S/N,Taxi,5,40.4152045,-3.7368366,"FERIAL, CALLE, DEL, S/N",,,,,Línea,"27,00",
10.01,"434450,4900000000","4469946,1700000000",38337,10  LATINA,10-07 ÁGUILAS,54,Taxi,2,40.3775236,-3.7721866,"BLAS CABRERA, CALLE, DE, 54",,,,,Línea,"13,00",
10.02,"435897,5900000000","4471519,0000000000",42034,10  LATINA,10-04 ALUCHE,S/N,Taxi,2,40.3918048,-3.7552991,"ILLESCAS, CALLE, DE, S/N",,,,,Línea,"10,70",
10.03,"434811,2200000000","4471842,3900000000",43487,10  LATINA,10-04 ALUCHE,9,Taxi,6,40.3946337,-3.7681315,"PADRE PIQUER, AVENIDA, DEL, 9",,,,,Línea,"37,20",
10.04,"438211,8500000000","4473893,7500000000",44256,10  LATINA,10-02 PUERTA DEL ÁNGEL,2,Taxi,3,40.4133725,-3.7282635,"ANTILLON, CALLE, DE, 2",,,,,Línea,"16,00",
10.05,"435166,2900000000","4471926,7800000000",38337,10  LATINA,10-04 ALUCHE,59,Taxi,4,40.3954217,-3.7639566,"ILLESCAS, CALLE, DE, 59",,,,,Línea,"20,00",
10.07,"433488,3500000000","4470654,7100000000",42034,10  LATINA,10-07 ÁGUILAS,3,Taxi,2,40.3838301,-3.7835937,"FUENTE DE LIMA, CALLE, DE LA, 3",,,,,Línea,"12,00",
10.08,"434636,4000000000","4470136,1300000000",40360,10  LATINA,10-07 ÁGUILAS,S/N,Taxi,3,40.3792494,-3.7700162,"JOSE DE CADALSO, CALLE, DE, S/N",,,,,Línea,"14,80",
10.11,"437367,4100000000","4473645,8500000000",40030,10  LATINA,10-02 PUERTA DEL ÁNGEL,155,Taxi,2,40.4110762,-3.7381913,"PORTUGAL, AVENIDA, DE, 155",,,,,Línea,"10,00",
10.13,"435382,4400000000","4470814,4100000000",38680,10  LATINA,10-04 ALUCHE,41,Taxi,5,40.3854178,-3.761297,"POBLADOS, AVENIDA, DE LOS, 41",,,,,Línea,"25,00",
10.18,"436735,0300000000","4472959,6100000000",40582,10  LATINA,10-03 LUCERO,Fte 40,Taxi,4,40.4048465,-3.7455757,"CEBREROS, CALLE, DE, Fte 40",,,,,Línea,"20,00",
10.20 a,"436056,3600000000","4473109,7100000000",37288,10  LATINA,10-03 LUCERO,48,Taxi,4,40.4061468,-3.7535883,"VILLAMANIN, CALLE, DE, 48",,,,,Línea,"20,10",
10.20 b,"436056,5800000000","4473078,7700000000",38331,10  LATINA,10-03 LUCERO,39,Taxi,2,40.4058681,-3.7535826,"VILLAMANIN, CALLE, DE, 39",,,,,Línea,"11,00",
10.23,"433769,1700000000","4470110,1400000000",42037,10  LATINA,10-07 ÁGUILAS,19,Taxi,2,40.3789468,-3.780229,"MIRABEL, CALLE, DE, 19",,,,,Línea,"7,30",
10.25,"437307,7400000000","4473514,8700000000",44217,10  LATINA,10-02 PUERTA DEL ÁNGEL,154,Taxi,3,40.4098918,-3.7388816,"EXTREMADURA, PASEO, DE, 154",,,,,Línea,"15,00",
10.26,"434055,2700000000","4470436,4100000000",44270,10  LATINA,10-07 ÁGUILAS,18,Taxi,2,40.3819086,-3.7768927,"LAS AGUILAS, AVENIDA, DE, 18",,,,,Batería,"6,00",LABORABLES DE LUNES A VIERNES DE 8 A 21 H.
11.01,"439945,8200000000","4471729,4500000000",39229,11  CARABANCHEL,11-01 COMILLA,65,Taxi,3,40.3940024,-3.7076234,"ANTONIO LOPEZ, CALLE, DE, 65",,,,,Línea,"16,50",
11.02,"436557,3600000000","4469367,4900000000",40525,11  CARABANCHEL,11-06 BUENAVISTA,1,Taxi,7,40.3724736,-3.7473116,"GUAYABA, CALLE, DE LA, 1",,,,,Línea,"35,50",
11.03,"439082,2100000000","4470802,9500000000",38342,11  CARABANCHEL,11-02 OPAÑEL,5,Taxi,4,40.3855933,-3.7177101,"ELÍPTICA, PLAZA, 5",,,,,Línea,"20,00",
11.04,"437636,9500000000","4472234,1000000000",38334,11  CARABANCHEL,11-03 SAN ISIDRO,53,Taxi,3,40.3983788,-3.7348764,"VIA CARPETANA, CALLE, 53",,,,,Línea,"16,30",
11.05,"436837,6200000000","4471086,7800000000",38336,11  CARABANCHEL,11-04 VISTA ALEGRE,103,Taxi,4,40.387983,-3.744181,"OCA, CALLE, DE LA, 103",,,,,Línea,"21,00",
11.06,"439236,0100000000","4472112,7800000000",40247,11  CARABANCHEL,11-02 OPAÑEL,5,Taxi,3,40.3974041,-3.7160232,"MARQUES DE VADILLO, GLORIETA, DEL, 5",,,,,Línea,"15,10",
11.08,"438554,3500000000","4470785,4600000000",41821,11  CARABANCHEL,11-07 ABRANTES,27,Taxi,4,40.385397,-3.723927,"OPORTO, AVENIDA, DE, 27",,,,,Línea,"20,00",
11.12,"435549,6900000000","4469336,4300000000",1,11  CARABANCHEL,11-06 BUENAVISTA,Fte 70,Taxi,3,40.3721165,-3.7591772,"JOAQUIN TURINA, CALLE, DE, Fte 70",,,,,Línea,"15,00",DE LUNES A VIERNES LABORABLES DE 8 A 20H.
11.18,"436044,5900000000","4468248,7800000000",38700,11  CARABANCHEL,11-06 BUENAVISTA,73B,Taxi,2,40.3623566,-3.753239,"PESETA, AVENIDA, DE LA, 73B",,,,,Línea,"10,00",Laborables de Lunes a Viernes de 6 a 16 h.
11.19,"438695,8500000000","4472249,8400000000",38877,11  CARABANCHEL,11-03 SAN ISIDRO,S/N,Taxi,2,40.3985992,-3.722401,"COMUNEROS DE CASTILLA, CALLE, DE LOS, S/N",,,,,Batería,"6,00",
11.20,"437162,1200000000","4468370,3800000000",39965,11  CARABANCHEL,11-06 BUENAVISTA,22,Taxi,4,40.363537,-3.7400903,"CALDERILLA, CALLE, DE LA, 22",,,,,Línea,"20,00",
11.21 a,"437862,8200000000","4471144,9100000000",40260,11  CARABANCHEL,11-04 VISTA ALEGRE,2 B,Taxi,2,40.3885838,-3.7321087,"OCA, CALLE, DE LA, 2 B",,,,,Línea,"9,50",
11.21 b,"437854,6100000000","4471149,4400000000",42038,11  CARABANCHEL,11-04 VISTA ALEGRE,4,Taxi,2,40.388624,-3.7322059,"OCA, CALLE, DE LA, 4",,,,,Línea,"8,90",Laborables de Lunes a Viernes de 8 a 20 h.
11.24,"435917,9600000000","4468218,9400000000",44054,11  CARABANCHEL,11-06 BUENAVISTA,S/N,Taxi,4,40.362078,-3.7547273,"PESETA, AVENIDA, DE LA, S/N",,,,,Línea,"20,00",LABORABLES DE 8 A 21 H.
12.05,"440597,9200000000","4471100,5700000000",37348,12  USERA,12-05 MOSCARDÓ,174,Taxi,2,40.3883839,-3.6998816,"ANTONIO LOPEZ, CALLE, DE, 174",,,,,Línea,"10,90",
12.08,"440736,2200000000","4469648,0100000000",38351,12  USERA,12-02 ORCASUR,2,Taxi,6,40.3753083,-3.6981171,"ANDALUCIA, AVENIDA, DE, 2",,,,,Línea,"30,00",
12.11,"441210,3300000000","4469672,7700000000",40360,12  USERA,12-03 SAN FERMÍN,S/N,Taxi,9,40.3755649,-3.6925349,"SAN MARIO, CALLE, DE, S/N",,,,,Línea,"46,30",
12.12,"441180,7800000000","4469746,4900000000",36110,12  USERA,12-03 SAN FERMÍN,33,Taxi,8,40.3762269,-3.6928898,"SAN MAXIMO, CALLE, DE, 33",,,,,Línea,"34,56",
12.13,"440877,3400000000","4469725,2100000000",40360,12  USERA,12-02 ORCASUR,s/n,Taxi,6,40.3760138,-3.696462,"MALAGA, GLORIETA, DE, s/n",,,,,Línea,"30,00",
12.14,"441760,4800000000","4468870,3800000000",42851,12  USERA,12-03 SAN FERMÍN,146,Taxi,7,40.3683751,-3.6859813,"PERALES, CAMINO, DE, 146",,,,,Línea,"43,00",
12.15,"441250,3400000000","4469598,7300000000",43007,12  USERA,12-03 SAN FERMÍN,21,Taxi,2,40.3749007,-3.6920568,"CARABELOS, CALLE, DE, 21",,,,,Batería,"6,00",
12.16,"440449,8200000000","4471305,8200000000",43024,12  USERA,12-05 MOSCARDÓ,111,Taxi,7,40.3902223,-3.7016456,"ANTONIO LOPEZ, CALLE, DE, 111",,,,,Línea,"50,20",
13.01,"443052,4100000000","4470145,0600000000",1,13  PUENTE DE VALLECAS,13-01 ENTREVÍAS,Fte 2,Taxi,8,40.3799475,-3.670879,"SANTA RAFAELA MARIA DEL SAGRADO CORAZON, CALLE, DE, Fte 2",,,,,Batería,"21,10",
13.04,"445160,8000000000","4471295,1900000000",1,13  PUENTE DE VALLECAS,13-05 PORTAZGO,9,Taxi,4,40.39045,-3.6461414,"SANTILLANA DEL MAR, CALLE, DE, 9",,,,,Línea,"18,00",
13.05,"443962,4700000000","4472447,4100000000",42025,13  PUENTE DE VALLECAS,13-06 NUMANCIA,13,Taxi,2,40.4007501,-3.6603612,"SIERRA TOLEDANA, CALLE, DE LA, 13",,,,,Línea,"10,00",Laborables de Lunes a Viernes de 6 a 19 h.
13.08,"443766,4600000000","4470295,4300000000",42025,13  PUENTE DE VALLECAS,13-03 PALOMERAS BAJAS,95,Taxi,5,40.3813506,-3.6624809,"PABLO NERUDA, AVENIDA, DE, 95",,,,,Línea,"35,00",Laborables de Lunes a Viernes de 9 a 19 h.
13.15,"443959,8300000000","4471593,5200000000",39183,13  PUENTE DE VALLECAS,13-03 PALOMERAS BAJAS,3,Taxi,6,40.3930576,-3.6603172,"SIERRA DE CADI, CALLE, DE LA, 3",,,,,Línea,"32,30",
13.16,"445770,8800000000","4471100,7900000000",42021,13  PUENTE DE VALLECAS,13-04 PALOMERAS SURESTE,154,Taxi,2,40.3887387,-3.638937,"SAN CLAUDIO, CALLE, DE, 154",,,,,Batería,"10,00",Laborables de Lunes a Viernes de 9 a 21 h.
13.17,"444452,8200000000","4471517,0300000000",42021,13  PUENTE DE VALLECAS,13-06 NUMANCIA,10,Taxi,3,40.3924015,-3.654502,"MONLEON, CALLE, DE, 10",,,,,Batería,"9,10",Laborables de Lunes a Viernes de 9 a 21 h.
13.18,"444637,4600000000","4470323,3500000000",41605,13  PUENTE DE VALLECAS,13-05 PORTAZGO,116 H,Taxi,3,40.3816604,-3.6522228,"PABLO NERUDA, AVENIDA, DE, 116 H",,,,,Línea,"15,00",Laborables de Lunes a Viernes de 8 a 20 h.
13.19,"445729,4900000000","4470923,1800000000",43174,13  PUENTE DE VALLECAS,13-04 PALOMERAS SURESTE,S/N,Taxi,2,40.3871359,-3.6394095,"ALBUFERA, AVENIDA, DE LA, S/N",,,,,Línea,"12,00",LABORABLES DE LUNES A VIERNES  DE 9:00 A 21:00 H
14.01,"445021,0900000000","4473365,2800000000",43719,14  MORATALAZ,14-03 MARROQUINA,103,Taxi,3,40.4090894,-3.6479662,"CAMINO DE LOS VINATEROS, CALLE, DEL, 103",,,,,Línea,"15,00",
14.02,"445717,1900000000","4472228,7500000000",38393,14  MORATALAZ,14-05 FONTARRÓN,187,Taxi,3,40.3988965,-3.6396657,"ENCOMIENDA DE PALACIOS, CALLE, DE LA, 187",,,,,Línea,"14,48",Laborables de Lunes a Viernes de a 6 a 19 h.
14.04,"446223,6600000000","4472365,5600000000",38392,14  MORATALAZ,14-01 PAVONES,S/N,Taxi,4,40.4001619,-3.6337094,"HACIENDA DE PAVONES, CALLE, DE LA, S/N",,,,,Línea,"12,07",Laborables de Lunes a Viernes de 6 a 19 h.
14.07,"444821,6500000000","4473037,5800000000",42038,14  MORATALAZ,14-03 MARROQUINA,117,Taxi,12,40.4061241,-3.6502882,"MORATALAZ, AVENIDA, DE, 117",,,,,Línea,"60,00",
14.08,"446005,1400000000","4473317,5100000000",35256,14  MORATALAZ,14-03 MARROQUINA,139,Taxi,4,40.4087235,-3.6363651,"DOCTOR GARCIA TAPIA, AVENIDA, DEL, 139",,,,,Línea,"20,00",
14.12,"445499,7800000000","4473396,1500000000",43719,14  MORATALAZ,14-03 MARROQUINA,195,Taxi,1,40.409399,-3.6423275,"MORATALAZ, AVENIDA, DE, 195",,,,,Línea,"8,00",
15.01,"445919,1200000000","4476576,5300000000",38418,15  CIUDAD LINEAL,15-03 QUINTANA,419,Taxi,4,40.438077,-3.637656,"ALCALA, CALLE, DE, 419",,,,,Línea,"28,00",
15.02,"445409,2500000000","4476277,1100000000",38398,15  CIUDAD LINEAL,15-03 QUINTANA,375,Taxi,3,40.4353464,-3.6436417,"ALCALA, CALLE, DE, 375",,,,,Línea,"16,00",
15.03,"444434,4800000000","4475938,2500000000",38394,15  CIUDAD LINEAL,15-03 QUINTANA,279,Taxi,4,40.4322292,-3.6551042,"ALCALA, CALLE, DE, 279",,,,,Línea,"23,00",
15.05,"444189,9200000000","4475335,6800000000",42033,15  CIUDAD LINEAL,15-01 VENTAS,31,Taxi,3,40.4267845,-3.6579344,"RICARDO ORTIZ, CALLE, DE, 31",,,,,Línea,"15,00",Lunes a Viernes de 6 a 21 h.
15.06,"444180,4500000000","4476269,9600000000",38397,15  CIUDAD LINEAL,15-04 CONCEPCIÓN,29,Taxi,4,40.4352004,-3.6581281,"VIRGEN DE LA ROCA, CALLE, DE LA, 29",,,,,Línea,"20,00",
15.08,"444364,8300000000","4474919,6000000000",38394,15  CIUDAD LINEAL,15-01 VENTAS,3,Taxi,15,40.423048,-3.6558362,"MARQUES DE CORBERA, AVENIDA, DEL, 3",,,,,Línea,"39,69",
15.09,"444438,2200000000","4477256,4900000000",38400,15  CIUDAD LINEAL,15-05 SAN PASCUAL,3,Taxi,9,40.4441048,-3.6551754,"CONDESA DE VENADITO, CALLE, DE LA, 3",,,,,Línea,"48,00",
15.10,"445079,4200000000","4476073,2100000000",38398,15  CIUDAD LINEAL,15-03 QUINTANA,339,Taxi,4,40.4334878,-3.6475126,"ALCALA, CALLE, DE, 339",,,,,Línea,"20,50",
15.11,"443199,3300000000","4481234,6400000000",36486,15  CIUDAD LINEAL,15-09 COSTILLARES,31 A,Taxi,6,40.4798582,-3.6701393,"CONDADO DE TREVIÑO, CALLE, DEL, 31 A",,,,,Línea,"29,90",
15.13,"443292,7100000000","4480989,7100000000",1,15  CIUDAD LINEAL,15-09 COSTILLARES,301,Taxi,3,40.4776581,-3.6690157,"ARTURO SORIA, CALLE, DE, 301",,,,,Línea,"15,90",
15.14,"444275,7600000000","4476800,4000000000",38400,15  CIUDAD LINEAL,15-05 SAN PASCUAL,11,Taxi,3,40.4399853,-3.6570509,"SALVADOR DE MADARIAGA, CALLE, DE, 11",,,,,Línea,"14,00",
15.16,"444482,5600000000","4478319,6600000000",38398,15  CIUDAD LINEAL,15-06 SAN JUAN BAUTISTA,143,Taxi,9,40.4536854,-3.6547455,"ARTURO SORIA, CALLE, DE, 143",,,,,Línea,"44,00",
15.17,"444678,7100000000","4477881,2000000000",41446,15  CIUDAD LINEAL,15-06 SAN JUAN BAUTISTA,2,Taxi,14,40.4497486,-3.6523941,"RAMIREZ DE ARELLANO, CALLE, DE, 2",,,,,Línea,"70,10",
15.18,"443743,0100000000","4479901,4000000000",41269,15  CIUDAD LINEAL,15-09 COSTILLARES,102,Taxi,9,40.4678847,-3.663607,"MESENA, CALLE, DE, 102",,,,,Línea,"45,00",
15.22,"443009,2000000000","4480445,6000000000",42023,15  CIUDAD LINEAL,15-09 COSTILLARES,14,Taxi,2,40.4727371,-3.6723114,"SERRANO GALVACHE, CALLE, DE, 14",,,,,Línea,"10,00",
15.24,"445578,4200000000","4475890,1300000000",38397,15  CIUDAD LINEAL,15-02 PUEBLO NUEVO,51,Taxi,5,40.4318713,-3.6416141,"EMILIO FERRARI, CALLE, DE, 51",,,,,Línea,"25,00",Laborables de Lunes a Viernes de 6 a 21 h.
15.25,"443124,9500000000","4480839,6600000000",41407,15  CIUDAD LINEAL,15-09 COSTILLARES,frente 11,Taxi,7,40.4762949,-3.6709813,"YERMA, CALLE, DE, frente 11",,,,,Línea,"35,00",Excepto Sabados y Festivos
15.27,"444327,2500000000","4475919,3300000000",38190,15  CIUDAD LINEAL,15-04 CONCEPCIÓN,269,Taxi,2,40.4320516,-3.6563667,"ALCALA, CALLE, DE, 269",,,,,Línea,"10,00",Laborables de Lunes a Viernes de 6 a 21 h.
15.28,"443276,6500000000","4480071,3300000000",38455,15  CIUDAD LINEAL,15-09 COSTILLARES,23,Taxi,3,40.4693838,-3.6691231,"BAUSA, CALLE, DE LA, 23",,,,,Línea,"15,01",
15.31,"444423,3100000000","4477638,6800000000",39794,15  CIUDAD LINEAL,15-06 SAN JUAN BAUTISTA,3B,Taxi,3,40.4475468,-3.6553846,"EMILIO VARGAS, CALLE, DE, 3B",,,,,Línea,"15,10",
15.33,"443472,6300000000","4480140,6700000000",40666,15  CIUDAD LINEAL,15-09 COSTILLARES,270,Taxi,3,40.4700218,-3.6668176,"ARTURO SORIA, CALLE, DE, 270",,,,,Línea,"15,00",
15.34,"444233,5600000000","4477679,9500000000",41446,15  CIUDAD LINEAL,15-06 SAN JUAN BAUTISTA,27,Taxi,4,40.4479059,-3.6576257,"RAMIREZ DE ARELLANO, CALLE, DE, 27",,,,,Línea,"20,00",
15.35,"445689,4600000000","4475740,0700000000",44302,15  CIUDAD LINEAL,15-02 PUEBLO NUEVO,31 B,Taxi,3,40.4305268,-3.6402922,"ASCAO, CALLE, DE, 31 B",,,,,Línea,"15,00",
16.01,"446438,6300000000","4479547,4000000000",38442,16  HORTALEZA,16-03 CANILLAS,11,Taxi,3,40.4648739,-3.6317815,"MOTA DEL CUERVO, CALLE, DE, 11",,,,,Línea,"15,00",Laborables de Lunes a Viernes de 6 a 21 h.
16.02,"444812,7300000000","4480195,5300000000",38442,16  HORTALEZA,16-04 PINAR DEL REY,frente 468,Taxi,9,40.4706061,-3.651015,"LOPEZ DE HOYOS, CALLE, DE, frente 468",,,,,Línea,"45,00",
